¥course_id¥,¥course_name¥,¥section¥,¥topic¥,¥session¥,¥days/times¥,¥dates¥,¥instructor¥,¥status¥
¥FRENUA868128186¥,¥FREN-UA 868 - Topics in French Lit¥,¥001-LEC (10678)¥,¥Autofiction¥,¥Regular Academic Session¥,¥We 12:30pm - 3:00pm¥,¥09/03/2019 - 12/13/2019¥,¥Emmanuelle Ertel¥,¥Open¥
¥FRENUA878128190¥,¥FREN-UA 878 - History of French Cinema¥,¥001-LEC (10134)¥,¥¥,¥Regular Academic Session¥,¥Th 12:30pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Athena Fokaidis, Ludovic Cortade¥,¥Closed¥
¥FRENUA904228026¥,¥FREN-UA 904 - French News, with Coffee¥,¥001-WKS (10500)¥,¥¥,¥Regular Academic Session¥,¥Mo 8:00am - 9:15am¥,¥09/03/2019 - 12/13/2019¥,¥Maria Beliaeva¥,¥Open¥
¥FRENUA904228026¥,¥FREN-UA 904 - French News, with Coffee¥,¥002-WKS (20078)¥,¥¥,¥Regular Academic Session¥,¥We 8:00am - 9:15am¥,¥09/03/2019 - 12/13/2019¥,¥Maria Beliaeva¥,¥Open¥
¥FRENUA904228026¥,¥FREN-UA 904 - French News, with Coffee¥,¥003-WKS (23833)¥,¥¥,¥Regular Academic Session¥,¥Tu 8:00am - 9:15am¥,¥09/03/2019 - 12/13/2019¥,¥Bryan J Pirolli¥,¥Open¥
¥FRENUA905226629¥,¥FREN-UA 905 - Machines à écrire¥,¥001-SEM (10501)¥,¥¥,¥Regular Academic Session¥,¥Tu 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Laurence Marie¥,¥Closed¥
¥FRENUA980128204¥,¥FREN-UA 980 - Internship¥,¥001-IND (8536)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥FRENUA991128208¥,¥FREN-UA 991 - Senior Seminar¥,¥001-SEM (8537)¥,¥Photography¥,¥Regular Academic Session¥,¥TuTh 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Cecile Bishop¥,¥Closed¥
¥FRENUA991128208¥,¥FREN-UA 991 - Senior Seminar¥,¥002-SEM (8538)¥,¥La poesie amoureuse¥,¥Regular Academic Session¥,¥MoWe 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Eugene Nicole¥,¥Open¥
¥FRENUA995128212¥,¥FREN-UA 995 - Honors Thesis¥,¥001-IND (19841)¥,¥¥,¥Regular Academic Session¥,¥Th 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Benoit Bolduc¥,¥Open¥
¥FRENUA997128214¥,¥FREN-UA 997 - Independent Study¥,¥001-IND (8539)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥GERMUA1128619¥,¥GERM-UA 1 - Elementary German I¥,¥001-LEC (8543)¥,¥¥,¥Regular Academic Session¥,¥MoWeFr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Marlene Reich¥,¥Open¥
¥GERMUA1128619¥,¥GERM-UA 1 - Elementary German I¥,¥002-LEC (8544)¥,¥¥,¥Regular Academic Session¥,¥TuThFr 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Chadwick Truscott Smith¥,¥Open¥
¥GERMUA1128619¥,¥GERM-UA 1 - Elementary German I¥,¥003-LEC (8545)¥,¥¥,¥Regular Academic Session¥,¥MoWeFr 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Arne Sander¥,¥Open¥
¥GERMUA1128619¥,¥GERM-UA 1 - Elementary German I¥,¥004-LEC (9325)¥,¥¥,¥Regular Academic Session¥,¥TuThFr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Andrea Dortmann¥,¥Open¥
¥GERMUA2128620¥,¥GERM-UA 2 - Elementary German II¥,¥001-LEC (8546)¥,¥¥,¥Regular Academic Session¥,¥MoWeFr 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Uta Habbig¥,¥Open¥
¥GERMUA2128620¥,¥GERM-UA 2 - Elementary German II¥,¥002-LEC (8547)¥,¥¥,¥Regular Academic Session¥,¥TuThFr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Marie-Luise Goldmann¥,¥Open¥
¥GERMUA3128621¥,¥GERM-UA 3 - Intermediate German I¥,¥001-LEC (8548)¥,¥¥,¥Regular Academic Session¥,¥MoWeFr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Rahel von Minden¥,¥Open¥
¥GERMUA3128621¥,¥GERM-UA 3 - Intermediate German I¥,¥002-LEC (8549)¥,¥¥,¥Regular Academic Session¥,¥TuThFr 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Simon Schoch¥,¥Open¥
¥GERMUA4128622¥,¥GERM-UA 4 - Intermediate German II¥,¥001-LEC (8550)¥,¥¥,¥Regular Academic Session¥,¥TuThFr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Maiken Kaczmar¥,¥Open¥
¥GERMUA10128623¥,¥GERM-UA 10 - Intensive Elementary German¥,¥001-LEC (9258)¥,¥¥,¥Regular Academic Session¥,¥MoTuWeThFr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Doreen Densky¥,¥Open¥
¥GERMUA20128626¥,¥GERM-UA 20 - Intensive Intermediate German¥,¥001-SEM (8551)¥,¥¥,¥Regular Academic Session¥,¥MoTuWeThFr 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥James Craig Wagner¥,¥Open¥
¥GERMUA111128649¥,¥GERM-UA 111 - Conversation/Composition¥,¥001-SEM (8557)¥,¥¥,¥Regular Academic Session¥,¥TuTh 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Doreen Densky¥,¥Open¥
¥GERMUA111128649¥,¥GERM-UA 111 - Conversation/Composition¥,¥002-SEM (25451)¥,¥¥,¥Regular Academic Session¥,¥TuTh 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Michael J Saman¥,¥Open¥
¥GERMUA153128657¥,¥GERM-UA 153 - Techniques of Translation¥,¥001-SEM (19613)¥,¥¥,¥Regular Academic Session¥,¥TuTh 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Andrea Dortmann¥,¥Open¥
¥GERMUA236161499¥,¥GERM-UA 236 - European Intellectual History, 1600-1789¥,¥001-LEC (19346)¥,¥¥,¥Regular Academic Session¥,¥MoWe 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Daniel Juette¥,¥Closed¥
¥GERMUA244128662¥,¥GERM-UA 244 - The German Intellectual Tradition¥,¥001-SEM (19614)¥,¥¥,¥Regular Academic Session¥,¥We 2:00pm - 4:30pm¥,¥09/03/2019 - 12/13/2019¥,¥Friedrich Ulfers¥,¥Closed¥
¥GERMUA283208152¥,¥GERM-UA 283 - Topics:¥,¥001-SEM (19615)¥,¥Albrecht Durer & German Renaissance¥,¥Regular Academic Session¥,¥Th 9:30am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Christopher Wood¥,¥Open¥
¥GERMUA349128674¥,¥GERM-UA 349 - German Romanticism¥,¥001-LEC (19616)¥,¥¥,¥Regular Academic Session¥,¥MoWe 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Christopher Wood¥,¥Open¥
¥GERMUA366128676¥,¥GERM-UA 366 - 20th Cent German Prose¥,¥001-SEM (25651)¥,¥Women's Voices from Germany & Austria¥,¥Regular Academic Session¥,¥MoWe 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Alys X George¥,¥Open¥
¥GERMUA501128692¥,¥GERM-UA 501 - Honors Seminar¥,¥001-SEM (9376)¥,¥¥,¥Regular Academic Session¥,¥Su 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Alys X George¥,¥Open¥
¥GERMUA501128692¥,¥GERM-UA 501 - Honors Seminar¥,¥002-SEM (9463)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥GERMUA977128695¥,¥GERM-UA 977 - Internship¥,¥001-IND (9679)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Alys X George¥,¥Open¥
¥GERMUA990128699¥,¥GERM-UA 990 - Independent Study¥,¥001-IND (8558)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Alys X George¥,¥Open¥
¥GERMUA990128699¥,¥GERM-UA 990 - Independent Study¥,¥002-IND (8559)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥GERMUA999128700¥,¥GERM-UA 999 - Senior Honors Seminar¥,¥001-SEM (19886)¥,¥¥,¥Regular Academic Session¥,¥Mo 11:00am - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Alys X George¥,¥Open¥
¥HBRJDUA1130456¥,¥HBRJD-UA 1 - Elementary Hebrew I¥,¥001-LEC (8849)¥,¥¥,¥Regular Academic Session¥,¥TuWeTh 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Rosalie K Kamelhar¥,¥Open¥
¥HBRJDUA1130456¥,¥HBRJD-UA 1 - Elementary Hebrew I¥,¥002-LEC (8850)¥,¥¥,¥Regular Academic Session¥,¥We 2:00pm - 3:15pm TuTh 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019 09/03/2019 - 12/13/2019¥,¥Rosalie K Kamelhar¥,¥Open¥
¥HBRJDUA2130457¥,¥HBRJD-UA 2 - Elementary Hebrew II¥,¥001-LEC (8851)¥,¥¥,¥Regular Academic Session¥,¥TuWeTh 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Ilona Ben-Moshe¥,¥Open¥
¥HBRJDUA3130458¥,¥HBRJD-UA 3 - Intermediate Hebrew I¥,¥001-LEC (9310)¥,¥¥,¥Regular Academic Session¥,¥TuWeTh 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Rivka Halperin¥,¥Open¥
¥HBRJDUA3130458¥,¥HBRJD-UA 3 - Intermediate Hebrew I¥,¥002-LEC (19650)¥,¥¥,¥Regular Academic Session¥,¥TuWeTh 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Ganit Mayer¥,¥Open¥
¥HBRJDUA4130459¥,¥HBRJD-UA 4 - Intermediate Hebrew II¥,¥001-LEC (8852)¥,¥¥,¥Regular Academic Session¥,¥TuWeTh 8:00am - 9:15am¥,¥09/03/2019 - 12/13/2019¥,¥Rivka Halperin¥,¥Open¥
¥HBRJDUA4130459¥,¥HBRJD-UA 4 - Intermediate Hebrew II¥,¥002-LEC (9447)¥,¥¥,¥Regular Academic Session¥,¥TuWeTh 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Ilona Ben-Moshe¥,¥Open¥
¥HBRJDUA10213510¥,¥HBRJD-UA 10 - Hebrew Language Through Film: Cultural Encounters wit Israeli Society¥,¥001-LEC (10504)¥,¥¥,¥Regular Academic Session¥,¥TuTh 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Ilona Ben-Moshe¥,¥Open¥
¥HBRJDUA23130474¥,¥HBRJD-UA 23 - The Bible as Literature¥,¥001-LEC (19275)¥,¥¥,¥Regular Academic Session¥,¥TuTh 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Liane Marquis Feldman¥,¥Open¥
¥HBRJDUA117130509¥,¥HBRJD-UA 117 - Jewish Ethics¥,¥001-LEC (19272)¥,¥¥,¥Regular Academic Session¥,¥We 9:30am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Jeffrey Rubenstein¥,¥Open¥
¥HBRJDUA144222862¥,¥HBRJD-UA 144 - Yiddish in America¥,¥001-LEC (19278)¥,¥¥,¥Regular Academic Session¥,¥MoWe 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Gennady Estraikh¥,¥Open¥
¥HBRJDUA177130546¥,¥HBRJD-UA 177 - Topics in Judaic Studies¥,¥001-LEC (19279)¥,¥Sephardic Jewry from Iberia to the New World¥,¥Regular Academic Session¥,¥We 2:00pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Elisha Reuven Fishbane¥,¥Open¥
¥HBRJDUA422225729¥,¥HBRJD-UA 422 - Living a Good Life: Greek and Jewish Perspectives¥,¥001-SEM (10321)¥,¥¥,¥Regular Academic Session¥,¥MoWe 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Michah S Gottlieb¥,¥Open¥
¥HBRJDUA685130595¥,¥HBRJD-UA 685 - The Holocaust: The Third Reich and The Jews¥,¥001-LEC (19277)¥,¥¥,¥Regular Academic Session¥,¥MoWe 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥David Engel, Roni Masel¥,¥Open¥
¥HBRJDUA710130604¥,¥HBRJD-UA 710 - Israeli Politics and Society¥,¥001-LEC (10334)¥,¥¥,¥Regular Academic Session¥,¥TuTh 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Avraham Shilon¥,¥Open¥
¥HBRJDUA784130616¥,¥HBRJD-UA 784 - Readings in Talmud (in Hebrew)¥,¥001-SEM (19654)¥,¥Sotah VII¥,¥Regular Academic Session¥,¥Tu 6:30pm - 8:00pm¥,¥09/03/2019 - 12/13/2019¥,¥Lawrence H Schiffman¥,¥Open¥
¥HBRJDUA997130625¥,¥HBRJD-UA 997 - Independent Study:Hebrew¥,¥001-IND (8853)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥HBRJDUA997130625¥,¥HBRJD-UA 997 - Independent Study:Hebrew¥,¥002-IND (9329)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥HBRJDUA998130626¥,¥HBRJD-UA 998 - Independent Study¥,¥001-IND (9252)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Avraham Shilon¥,¥Open¥
¥HBRJDUA998130626¥,¥HBRJD-UA 998 - Independent Study¥,¥002-IND (9265)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥HBRJDUA998130626¥,¥HBRJD-UA 998 - Independent Study¥,¥003-IND (9328)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥HELUA103129131¥,¥HEL-UA 103 - Elementary Moder Greek I¥,¥001-LEC (8669)¥,¥¥,¥Regular Academic Session¥,¥MoWeFr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Anna E Venetsanos¥,¥Open¥
¥HELUA105129133¥,¥HEL-UA 105 - Intermediate Mod Greek I¥,¥001-LEC (8670)¥,¥¥,¥Regular Academic Session¥,¥Mo 2:00pm - 3:15pm WeFr 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019 09/03/2019 - 12/13/2019¥,¥Anna E Venetsanos¥,¥Open¥
¥HELUA107129135¥,¥HEL-UA 107 - Advanced Modern Greek I¥,¥001-LEC (8671)¥,¥¥,¥Regular Academic Session¥,¥Tu 11:00am - 1:30pm¥,¥09/03/2019 - 12/13/2019¥,¥Anna E Venetsanos¥,¥Open¥
¥HELUA130129142¥,¥HEL-UA 130 - Seminar On Modern Greek Culture¥,¥001-SEM (9768)¥,¥Athens¥,¥Regular Academic Session¥,¥Mo 12:30pm - 3:00pm¥,¥09/03/2019 - 12/13/2019¥,¥Eleftheria Astrinaki¥,¥Open¥
¥HELUA130129142¥,¥HEL-UA 130 - Seminar On Modern Greek Culture¥,¥002-SEM (21269)¥,¥Contemporary Greek Women's Voices*¥,¥Regular Academic Session¥,¥Th 3:30pm - 6:00pm¥,¥09/03/2019 - 12/13/2019¥,¥Helen L Theodoratou¥,¥Open¥
¥HELUA140129143¥,¥HEL-UA 140 - Topics:¥,¥001-LEC (9776)¥,¥Cinema and Fascism¥,¥Regular Academic Session¥,¥We 5:00pm - 7:30pm¥,¥09/03/2019 - 12/13/2019¥,¥Eleftheria Astrinaki¥,¥Open¥
¥HELUA700129159¥,¥HEL-UA 700 - Greek Islands: Myth, Archaeology, and Networks¥,¥001-LEC (23701)¥,¥¥,¥Regular Academic Session¥,¥Mo 3:30pm - 6:00pm¥,¥09/03/2019 - 12/13/2019¥,¥Joan Breton Connelly¥,¥Open¥
¥HELUA846129160¥,¥HEL-UA 846 - Cities and Sanctuaries of Ancient Greece¥,¥001-SEM (23702)¥,¥¥,¥Regular Academic Session¥,¥MoWe 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Joan Breton Connelly¥,¥Open¥
¥HELUA980129163¥,¥HEL-UA 980 - Internship¥,¥001-IND (8672)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥HELUA997129164¥,¥HEL-UA 997 - Independent Study¥,¥001-IND (8673)¥,¥¥,¥Regular Academic Session¥,¥TBA¥,¥09/03/2019 - 12/13/2019¥,¥Staff¥,¥Open¥
¥HELUA999129165¥,¥HEL-UA 999 - Senior Honors Seminar¥,¥001-SEM (8674)¥,¥¥,¥Regular Academic Session¥,¥Mo 11:00am - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Alys X George¥,¥Open¥
¥HISTUA5226664¥,¥HIST-UA 5 - Voices of Empire¥,¥001-WKS (10215)¥,¥¥,¥Regular Academic Session¥,¥Mo 2:00pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Frederick Cooper, Jane Burbank¥,¥Closed¥
¥HISTUA9129180¥,¥HIST-UA 9 - The U.S. to 1865¥,¥001-LEC (19168)¥,¥¥,¥Regular Academic Session¥,¥MoWe 8:00am - 9:15am¥,¥09/03/2019 - 12/13/2019¥,¥Rebecca Anne Goetz¥,¥Open¥
¥HISTUA9129180¥,¥HIST-UA 9 - The U.S. to 1865¥,¥002-RCT (19290)¥,¥¥,¥Regular Academic Session¥,¥Fr 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Katherine F McLeod¥,¥Open¥
¥HISTUA9129180¥,¥HIST-UA 9 - The U.S. to 1865¥,¥003-RCT (19291)¥,¥¥,¥Regular Academic Session¥,¥Fr 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Katherine F McLeod¥,¥Closed¥
¥HISTUA23227590¥,¥HIST-UA 23 - Espionage and the Making of the Modern World¥,¥001-LEC (10346)¥,¥¥,¥Regular Academic Session¥,¥TuTh 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Anna Evelyn Wenzel, Marissa Catherine Ajamian Grossman, Natalia Mahecha Arango, Richard Bryan Willits, Timothy Naftali¥,¥Open¥
¥HISTUA35226666¥,¥HIST-UA 35 - Empires in World History¥,¥001-LEC (10345)¥,¥¥,¥Regular Academic Session¥,¥MoWe 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Frederick Cooper, Jane Burbank, Kathryn Erin David¥,¥Closed¥
¥HISTUA55129200¥,¥HIST-UA 55 - Africa Before Colonialism¥,¥001-LEC (19301)¥,¥¥,¥Regular Academic Session¥,¥TuTh 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Robyn d'Avignon, Tanvi Kapoor¥,¥Closed¥
¥HISTUA66223455¥,¥HIST-UA 66 - Introduction to Science and Society¥,¥001-LEC (19224)¥,¥¥,¥Regular Academic Session¥,¥MoWe 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Karl R Appuhn¥,¥Closed¥
¥HISTUA70226014¥,¥HIST-UA 70 - History in the Headlines¥,¥001-LEC (19295)¥,¥¥,¥Regular Academic Session¥,¥We 4:55pm - 6:25pm¥,¥09/03/2019 - 12/13/2019¥,¥Elvan Sahin, Folarin Ajibade, Timothy Naftali¥,¥Closed¥
¥HISTUA93129212¥,¥HIST-UA 93 - Topics:¥,¥001-LEC (23616)¥,¥The American Presidency¥,¥Regular Academic Session¥,¥TuTh 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Timothy Naftali¥,¥Closed¥
¥HISTUA104223456¥,¥HIST-UA 104 - The Medieval Life Cycle. From Birth to Rebirth¥,¥001-SEM (19225)¥,¥¥,¥Regular Academic Session¥,¥Th 2:00pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Brigitte Bedos-Rezak¥,¥Closed¥
¥HISTUA111129223¥,¥HIST-UA 111 - The Early Middle Ages, 300-1050¥,¥001-LEC (10386)¥,¥¥,¥Regular Academic Session¥,¥MoWe 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Emily Stewart Long, Norman Underwood¥,¥Closed¥
¥HISTUA112129224¥,¥HIST-UA 112 - Topics:¥,¥001-LEC (20909)¥,¥History of World Trade¥,¥Regular Academic Session¥,¥MoWe 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Thomas M Truxes¥,¥Open¥
¥HISTUA112129224¥,¥HIST-UA 112 - Topics:¥,¥002-LEC (24509)¥,¥Controversies and Debates in Public Health¥,¥Regular Academic Session¥,¥TuTh 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Barron H Lerner¥,¥Closed¥
¥HISTUA175129286¥,¥HIST-UA 175 - Topics:¥,¥001-CLQ (10359)¥,¥Cold War Cultures¥,¥Regular Academic Session¥,¥Tu 4:55pm - 7:35pm¥,¥09/03/2019 - 12/13/2019¥,¥Monica Kim, Rossen L Djagalov¥,¥Open¥
¥HISTUA176129287¥,¥HIST-UA 176 - Italian History:¥,¥001-LEC (19306)¥,¥Italian Films, Italian Histories¥,¥Regular Academic Session¥,¥Tu 12:30pm - 1:45pm Th 12:30pm - 3:15pm¥,¥09/03/2019 - 12/13/2019 09/03/2019 - 12/13/2019¥,¥Alfonso González Aguado, Stefano Albertini¥,¥Open¥
¥HISTUA181129292¥,¥HIST-UA 181 - Topics in Irish History:¥,¥001-LEC (10661)¥,¥Irish & Chinese in Mod Pacific World¥,¥Regular Academic Session¥,¥TuTh 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Barry McCarron¥,¥Closed¥
¥HISTUA181129292¥,¥HIST-UA 181 - Topics in Irish History:¥,¥002-LEC (19824)¥,¥Migration in World History¥,¥Regular Academic Session¥,¥TuTh 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Barry McCarron¥,¥Open¥
¥HISTUA182129293¥,¥HIST-UA 182 - Hist of Modern Ireland I: 1580-1800¥,¥001-LEC (9445)¥,¥¥,¥Regular Academic Session¥,¥MoWe 12:30pm - 1:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Thomas M Truxes¥,¥Open¥
¥HISTUA187129298¥,¥HIST-UA 187 - The Irish in America¥,¥001-LEC (10238)¥,¥¥,¥Regular Academic Session¥,¥MoWe 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Marion R Casey¥,¥Open¥
¥HISTUA264129318¥,¥HIST-UA 264 - Northern Europe in the Age of Renaissance and Reformation¥,¥001-LEC (19228)¥,¥¥,¥Regular Academic Session¥,¥MoWe 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Daniel Juette¥,¥Closed¥
¥HISTUA275129324¥,¥HIST-UA 275 - Seminar:¥,¥001-SEM (20009)¥,¥Chinese History to 1900¥,¥Regular Academic Session¥,¥We 9:30am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Yijun Wang¥,¥Closed¥
¥HISTUA279129326¥,¥HIST-UA 279 - Sem Early Mod Europe:¥,¥001-SEM (10725)¥,¥Contemporary Europe¥,¥Regular Academic Session¥,¥We 10:00am - 12:00pm¥,¥09/03/2019 - 12/13/2019¥,¥Hadas Aron¥,¥Closed¥
¥HISTUA282129329¥,¥HIST-UA 282 - Topics:¥,¥001-SEM (19805)¥,¥Living the Good Life:Greek and Jewish Perspectives¥,¥Regular Academic Session¥,¥MoWe 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Michah S Gottlieb¥,¥Open¥
¥HISTUA283129330¥,¥HIST-UA 283 - Topics:¥,¥001-LEC (10414)¥,¥The Unending Korean War¥,¥Regular Academic Session¥,¥We 9:30am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Monica Kim, Sharon Heijin Lee¥,¥Open¥
¥HISTUA283129330¥,¥HIST-UA 283 - Topics:¥,¥002-LEC (21135)¥,¥The University¥,¥Regular Academic Session¥,¥MoWe 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Catharine R Stimpson, Emilie S Tumale, Eszter Susan, Melissa Bonaparte¥,¥Closed¥
¥HISTUA293129340¥,¥HIST-UA 293 - Seminar in History of Medicine¥,¥001-CLQ (10347)¥,¥Medicine and Disease in America¥,¥Regular Academic Session¥,¥Mo 9:30am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥David M Oshinsky¥,¥Open¥
¥HISTUA401129296¥,¥HIST-UA 401 - Seminar:¥,¥001-SEM (20192)¥,¥American Protest¥,¥Regular Academic Session¥,¥Mo 9:30am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Steven Hahn¥,¥Open¥
¥HISTUA413160207¥,¥HIST-UA 413 - Seminar: Topics¥,¥001-SEM (9865)¥,¥World War Two¥,¥Regular Academic Session¥,¥We 4:55pm - 7:35pm¥,¥09/03/2019 - 12/13/2019¥,¥Ruth Ben-Ghiat¥,¥Closed¥
¥HISTUA441160208¥,¥HIST-UA 441 - Seminar Topics:¥,¥001-SEM (9864)¥,¥Anti-Colonialism in Lat Am & Carib¥,¥Regular Academic Session¥,¥We 9:30am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Sinclair S Thomson¥,¥Closed¥
¥HISTUA531129368¥,¥HIST-UA 531 - The Emergence of The Modern Middle East¥,¥001-LEC (23357)¥,¥¥,¥Regular Academic Session¥,¥TuTh 3:30pm - 4:45pm¥,¥09/03/2019 - 12/13/2019¥,¥Sara D Pursley¥,¥Open¥
¥HISTUA531129368¥,¥HIST-UA 531 - The Emergence of The Modern Middle East¥,¥002-RCT (23428)¥,¥¥,¥Regular Academic Session¥,¥We 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Bita Sadat Mousavi¥,¥Closed¥
¥HISTUA531129368¥,¥HIST-UA 531 - The Emergence of The Modern Middle East¥,¥003-RCT (23429)¥,¥¥,¥Regular Academic Session¥,¥Fr 2:00pm - 3:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Bita Sadat Mousavi¥,¥Open¥
¥HISTUA538129375¥,¥HIST-UA 538 - Topics:¥,¥001-LEC (10683)¥,¥Nationalism and Global History¥,¥Regular Academic Session¥,¥TuTh 9:30am - 10:45am¥,¥09/03/2019 - 12/13/2019¥,¥Manu Goswami¥,¥Open¥
¥HISTUA551129387¥,¥HIST-UA 551 - Topics in Chinese Hist¥,¥001-LEC (10388)¥,¥China in the Republican Period 1911-1949¥,¥Regular Academic Session¥,¥TuTh 11:00am - 12:15pm¥,¥09/03/2019 - 12/13/2019¥,¥Rebecca E Karl¥,¥Closed¥
